"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z3X914A0390907445,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-26,6,lb,37.00,37.00,37.00,in,73.00,8.00,7.00,"4,088.00",166.00,PKG,LINDON,UT,84042,US,IOWA,LA,70647,US,46.63,38.49,17.95,46.63,42.00,19.58,28.68,27.05,10.45,16.00,9.99,0.00,0.00,9.99,0.46,36.65,35.4,1.25,75.78,72.44,3.34
,1Z3X914A0390923721,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-10,5,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,KILLDEER,ND,58640,US,16.64,27.46,4.57,15.11,34.00,5.14,12.07,10.70,2.67,15.50,2.42,0.00,0.00,2.42,0.25,4.90,4.90,0,19.64,18.02,1.62
,1Z3X914A0390936815,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-19,5,lb,5.00,10.00,9.00,in,19.00,9.00,8.00,"1,368.00",166.00,PKG,LINDON,UT,84042,US,TULSA,OK,74146,US,17.91,28.20,5.05,17.91,34.00,6.09,12.86,11.82,1.96,15.25,1.80,0.00,0.00,1.8,0.16,0,0,0,14.82,13.62,1.20
,1Z3X914A0390951790,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-20,4,lb,27.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,33.61,28.83,9.69,33.61,42.00,14.12,23.92,19.49,3.83,16.00,3.12,0.00,0.00,3.12,0.71,0,0,0,27.75,22.61,5.14
,1Z3X914A0390972713,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-18,6,lb,33.00,33.00,33.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,HOUSTON,TX,77082,US,43.57,38.51,16.78,43.79,42.00,18.39,26.79,25.40,4.08,15.25,3.87,0.00,0.00,3.87,0.21,0,0,0,30.87,29.27,1.60
,1Z3X914A0390979912,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-01-04,6,lb,6.00,17.00,15.00,in,48.00,7.00,7.00,"2,352.00",166.00,PKG,LINDON,UT,84042,US,SMITHVILLE,TX,78957,US,23.40,23.21,5.43,23.40,38.00,8.89,17.97,14.51,4.86,15.50,4.09,0.00,0.00,4.09,0.77,13.35,11.86,1.49,36.18,30.46,5.72
,1Z3X914A0390992568,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,4,lb,11.00,11.00,11.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,17.14,33.49,5.74,17.19,38.00,6.53,11.40,10.70,1.77,15.25,1.63,0.00,0.00,1.63,0.14,0,0,0,13.17,12.33,0.84
,1Z3X914A0391009682,00003X914A,0000003X914A523,2023-12-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2023-12-19,8,lb,35.00,35.00,35.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,BRAINTREE,MA,02184,US,58.61,38.49,22.56,58.61,42.00,24.62,36.05,33.99,5.68,15.50,5.27,0.00,0.00,5.27,0.41,0,0,0,41.73,39.26,2.47
,1Z3X914A0391043224,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-01,2,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,20.34,37.32,7.59,20.47,42.00,8.60,12.75,11.87,2.78,15.75,2.64,0.00,0.00,2.64,0.14,4.90,4.90,0,20.43,19.41,1.02
,1Z3X914A0391075217,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-06,5,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,16.64,27.46,4.57,16.08,34.00,5.47,12.07,10.70,2.52,15.75,2.31,0.00,0.00,2.31,0.21,3.95,3.95,0,18.54,16.96,1.58
,1Z3X914A0391086536,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,6,lb,37.00,37.00,37.00,in,73.00,8.00,7.00,"4,088.00",166.00,PKG,LINDON,UT,84042,US,IOWA,LA,70647,US,46.63,38.49,17.95,46.63,42.00,19.58,28.68,27.05,10.29,15.75,9.84,0.00,0.00,9.84,0.45,36.65,35.4,1.25,75.62,72.29,3.33
,1Z3X914A0391095713,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,7,lb,9.00,22.00,19.00,in,25.00,12.00,10.00,"3,000.00",166.00,PKG,LINDON,UT,84042,US,"HOMER CITY",PA,15748,US,33.09,30.67,10.15,33.09,38.00,12.57,22.94,20.52,4.24,15.75,3.85,0.00,0.00,3.85,0.39,3.95,3.95,0,31.13,28.32,2.81
,1Z3X914A0391097168,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-02-16,5,lb,15.00,15.00,15.00,in,17.00,16.00,5.00,"1,360.00",166.00,PKG,LINDON,UT,84042,US,LUBBOCK,TX,79424,US,20.23,28.37,5.74,20.29,38.00,7.71,14.49,12.58,3.12,15.25,2.55,0.00,0.00,2.55,0.57,5.65,4.16,1.49,23.26,19.29,3.97
,1Z3X914A0391109387,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-05,7,lb,10.00,10.00,10.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,BELMONT,OH,43718,US,21.28,30.50,6.49,21.28,34.00,7.24,14.79,14.04,2.95,15.75,2.83,0.00,0.00,2.83,0.12,3.95,3.95,0,21.69,20.82,0.87
,1Z3X914A0391116931,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,36.00,36.00,36.00,in,18.00,15.00,14.00,"3,780.00",166.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,27.29,38.51,10.51,27.42,42.00,11.52,16.78,15.90,3.21,15.25,3.03,0.00,0.00,3.03,0.18,3.95,3.95,0,23.94,22.88,1.06
,1Z3X914A0391135278,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,5,lb,3.00,7.00,6.00,in,13.00,11.00,6.00,858.00,166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,17.41,30.50,5.31,16.86,34.00,5.73,12.10,11.13,1.90,15.75,1.75,0.00,0.00,1.75,0.15,0,0,0,14.00,12.88,1.12
,1Z3X914A0391196604,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-21,6,lb,21.00,30.00,25.00,in,24.00,13.00,13.00,"4,056.00",166.00,PKG,LINDON,UT,84042,US,HOUSTON,TX,77032,US,33.87,24.36,8.25,33.87,42.00,14.23,25.62,19.64,4.10,16.00,3.14,0.00,0.00,3.14,0.96,0,0,0,29.72,22.78,6.94
,1Z3X914A0391196659,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-06,4,lb,64.00,64.00,64.00,in,37.00,12.00,11.00,"4,884.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,42.10,38.50,16.21,42.10,42.00,17.68,25.89,24.42,10.37,15.25,9.98,0.00,0.00,9.98,0.39,41,41,0,77.26,75.40,1.86
,1Z3X914A0391210614,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,54.00,54.00,54.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,47.79,38.50,18.40,48.12,42.00,20.21,29.39,27.91,12.69,16.00,12.21,0.00,0.00,12.21,0.48,49.9,48.4,1.5,91.98,88.52,3.46
,1Z3X914A0391239675,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,7,lb,20.00,20.00,20.00,in,19.00,18.00,4.00,"1,368.00",166.00,PKG,LINDON,UT,84042,US,"HOMER CITY",PA,15748,US,34.09,34.79,11.86,34.32,38.00,13.04,22.23,21.28,4.12,15.75,3.97,0.00,0.00,3.97,0.15,3.95,3.95,0,30.30,29.20,1.10
,1Z3X914A0391260801,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,5,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,166.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,23.32,33.49,7.81,23.47,38.00,8.92,15.51,14.55,3.27,16.00,3.11,0.00,0.00,3.11,0.16,4.90,4.90,0,23.68,22.56,1.12
,1Z3X914A0391302917,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-27,6,lb,43.00,43.00,43.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,VICTORIA,TX,77901,US,55.07,38.50,21.20,55.37,42.00,23.26,33.87,32.11,5.42,16.00,5.14,0.00,0.00,5.14,0.28,0,0,0,39.29,37.25,2.04
,1Z3X914A0391311872,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-25,5,lb,41.00,48.00,41.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,41.60,31.63,13.16,41.60,42.00,17.47,28.44,24.13,5.10,15.75,4.42,0.00,0.00,4.42,0.68,3.95,3.95,0,37.49,32.50,4.99
,1Z3X914A0391316313,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-11,5,lb,6.00,15.00,13.00,in,21.00,12.00,8.00,"2,016.00",166.00,PKG,LINDON,UT,84042,US,"BIG SPRING",TX,79720,US,19.13,29.64,5.67,19.13,38.00,7.27,13.46,11.86,2.85,15.25,2.56,0.00,0.00,2.56,0.29,4.90,4.90,0,21.21,19.32,1.89
,1Z3X914A0391317607,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,5,lb,4.00,9.00,8.00,in,74.00,4.00,4.00,"1,184.00",166.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,17.91,30.49,5.46,17.90,34.00,6.09,12.45,11.81,7.58,15.75,7.29,0.00,0.00,7.29,0.29,35.7,34.45,1.25,55.73,53.55,2.18
,1Z3X914A0391318982,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,6,lb,1.00,4.00,3.00,in,10.00,7.00,6.00,420.00,166.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,15.72,24.49,3.85,15.72,34.00,5.34,11.87,10.70,2.64,15.50,2.42,0.00,0.00,2.42,0.22,4.90,4.90,0,19.41,18.02,1.39
,1Z3X914A0391336159,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-01-24,5,lb,5.00,14.00,12.00,in,20.00,12.00,8.00,"1,920.00",166.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79707,US,18.91,30.78,5.82,18.91,38.00,7.19,13.09,11.72,2.03,15.25,1.79,0.00,0.00,1.79,0.24,0,0,0,15.12,13.51,1.61
,1Z3X914A0391342731,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-14,4,lb,14.00,14.00,14.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,17.68,33.48,5.92,17.74,38.00,6.74,11.76,11.00,1.85,15.75,1.73,0.00,0.00,1.73,0.12,0,0,0,13.61,12.73,0.88
,1Z3X914A0391348011,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,166.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,27.09,34.81,9.43,27.28,38.00,10.37,17.66,16.91,3.55,15.75,3.44,0.00,0.00,3.44,0.11,4.90,4.90,0,26.11,25.25,0.86
,1Z3X914A0391354068,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,7,lb,8.00,8.00,8.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,KITTANNING,PA,16201,US,19.69,30.52,6.01,19.69,34.00,6.69,13.68,13.00,2.77,15.75,2.67,0.00,0.00,2.67,0.1,3.95,3.95,0,20.40,19.62,0.78
,1Z3X914A0391369614,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,5,lb,62.00,62.00,62.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,52.49,38.50,20.21,52.57,42.00,22.08,32.28,30.49,12.59,15.25,11.89,0.00,0.00,11.89,0.7,69.95,69.95,0,114.82,112.33,2.49
,1Z3X914A0391376660,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,56.00,56.00,56.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,32.90,38.51,12.67,32.94,42.00,13.83,20.23,19.11,10.11,15.25,9.77,0.00,0.00,9.77,0.34,44.95,44.95,0,75.29,73.83,1.46
,1Z3X914A0391413271,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,6,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,SCOTT,LA,70583,US,17.31,27.50,4.76,16.37,34.00,5.57,12.55,10.80,1.91,15.25,1.65,0.00,0.00,1.65,0.26,0,0,0,14.46,12.45,2.01
,1Z3X914A0391424625,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,5,lb,19.00,19.00,19.00,in,19.00,18.00,4.00,"1,368.00",166.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,23.32,33.49,7.81,23.47,38.00,8.92,15.51,14.55,3.02,15.25,2.82,0.00,0.00,2.82,0.2,24.95,26.45,-1.5,43.48,43.82,-0.34
,1Z3X914A0391466367,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,7,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,166.00,PKG,LINDON,UT,84042,US,"FORT MILL",SC,29707,US,15.37,27.52,4.23,15.37,34.00,5.23,11.14,10.70,1.75,15.75,1.69,0.00,0.00,1.69,0.06,0,0,0,12.89,12.39,0.50
,1Z3X914A0391496272,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-01,2,lb,45.00,48.00,45.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,25.52,38.28,9.77,25.52,42.00,10.72,15.75,14.80,3.25,15.75,3.10,0.00,0.00,3.1,0.15,4.90,4.90,0,23.90,22.80,1.10
,1Z3X914A0391505841,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,166.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,14.20,24.65,3.50,14.20,34.00,4.83,10.70,10.70,2.24,15.25,2.23,0.00,0.00,2.23,0.01,3.95,3.95,0,16.89,16.88,0.01
,1Z3X914A0391515956,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,4,lb,22.00,23.00,22.00,in,24.00,13.00,10.00,"3,120.00",166.00,PKG,LINDON,UT,84042,US,LONGMONT,CO,80504,US,21.45,35.10,7.53,21.45,42.00,9.01,13.92,12.44,2.19,15.50,1.93,0.00,0.00,1.93,0.26,0,0,0,16.11,14.37,1.74
,1Z3X914A0391531027,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,19.00,19.00,19.00,in,25.00,9.00,4.00,900.00,166.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,27.09,34.81,9.43,27.28,38.00,10.37,17.66,16.91,3.55,15.75,3.44,0.00,0.00,3.44,0.11,4.90,4.90,0,26.11,25.25,0.86
,1Z3X914A0391533687,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-13,2,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,12.56,14.81,1.86,12.35,34.00,4.20,10.70,10.70,2.46,15.75,2.46,0.00,0.00,2.46,0,4.90,4.90,0,18.06,18.06,0.00
,1Z3X914A0391534453,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,4,lb,17.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,33.61,28.83,9.69,33.61,42.00,14.12,23.92,19.49,3.77,15.75,3.07,0.00,0.00,3.07,0.7,0,0,0,27.69,22.56,5.13
,1Z3X914A0391595067,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,4,lb,1.00,3.00,3.00,in,10.00,7.00,5.00,350.00,166.00,PKG,LINDON,UT,84042,US,"SAN FRANCISCO",CA,94124,US,14.37,25.54,3.67,14.37,34.00,4.89,10.70,10.70,1.68,15.75,1.69,0.00,0.00,1.69,-0.01,0,0,0,12.38,12.39,-0.01
,1Z3X914A0391627031,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-22,2,lb,7.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,13.97,23.41,3.27,13.89,34.00,4.72,10.70,10.70,2.46,15.75,2.46,0.00,0.00,2.46,0,25.9,27.4,-1.5,39.06,40.56,-1.50
,1Z3X914A0391628870,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-24,6,lb,6.00,6.00,6.00,in,10.00,7.00,5.00,350.00,166.00,PKG,LINDON,UT,84042,US,CHANNELVIEW,TX,77530,US,17.49,30.53,5.34,17.49,34.00,5.95,12.15,11.54,1.88,15.25,1.76,0.00,0.00,1.76,0.12,0,0,0,14.03,13.30,0.73
,1Z3X914A0391629593,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-05,4,lb,52.00,52.00,52.00,in,24.00,18.00,12.00,"5,184.00",166.00,PKG,LINDON,UT,84042,US,SEVERANCE,CO,80550,US,39.12,33.38,13.06,39.21,42.00,16.47,26.06,22.74,11.80,15.50,11.05,0.00,0.00,11.05,0.75,50.05,48.56,1.49,87.91,82.35,5.56
,1Z3X914A0391635488,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,16.00,27.00,23.00,in,24.00,13.00,12.00,"3,744.00",166.00,PKG,LINDON,UT,84042,US,"CARIZZO SPRINGS",TX,78834,US,31.42,40.64,12.77,31.42,42.00,13.20,18.65,18.22,3.45,15.25,3.38,0.00,0.00,3.38,0.07,3.95,3.95,0,26.05,25.55,0.50
,1Z3X914A0391639760,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-19,5,lb,12.00,12.00,12.00,in,36.00,6.00,6.00,"1,296.00",166.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,18.85,33.53,6.32,18.91,38.00,7.19,12.53,11.72,2.52,15.25,2.39,0.00,0.00,2.39,0.13,3.95,3.95,0,19.00,18.06,0.94
,1Z3X914A0391640721,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-07,3,lb,38.00,38.00,38.00,in,24.00,12.00,10.00,"2,880.00",166.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,28.08,38.50,10.81,28.21,42.00,11.85,17.27,16.36,3.29,15.25,3.10,0.00,0.00,3.1,0.19,3.95,3.95,0,24.51,23.41,1.10
,1Z3X914A0391648965,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-13,8,lb,15.00,20.00,17.00,in,22.00,18.00,7.00,"2,772.00",166.00,PKG,LINDON,UT,84042,US,SPARTA,NJ,07871,US,38.23,33.48,12.80,32.65,38.00,12.41,25.43,20.24,4.56,15.25,3.69,0.00,0.00,3.69,0.87,3.95,3.95,0,33.94,27.88,6.06
,1Z3X914A0391659819,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-22,2,lb,28.00,28.00,28.00,in,15.00,13.00,12.00,"2,340.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,20.34,37.32,7.59,20.47,42.00,8.60,12.75,11.87,2.78,15.75,2.64,0.00,0.00,2.64,0.14,4.90,4.90,0,20.43,19.41,1.02
,1Z3X914A0391665642,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-26,3,lb,38.00,38.00,38.00,in,22.00,18.00,7.00,"2,772.00",166.00,PKG,LINDON,UT,84042,US,CASPER,WY,82601,US,28.08,38.50,10.81,28.21,42.00,11.85,17.27,16.36,3.29,15.25,3.10,0.00,0.00,3.1,0.19,3.95,3.95,0,24.51,23.41,1.10
,1Z3X914A0391668149,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-15,4,lb,60.00,60.00,60.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,40.28,38.51,15.51,40.28,42.00,16.92,24.77,23.36,10.36,15.75,10.14,0.00,0.00,10.14,0.22,41,41,0,76.13,74.50,1.63
,1Z3X914A0391668649,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-26,6,lb,8.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,DAMASCUS,AR,72039,US,18.74,31.80,5.96,18.35,34.00,6.24,12.78,12.11,2.78,15.75,2.68,0.00,0.00,2.68,0.1,4.90,4.90,0,20.46,19.69,0.77
,1Z3X914A0391668701,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-02-22,5,lb,5.00,10.00,9.00,in,19.00,9.00,8.00,"1,368.00",166.00,PKG,LINDON,UT,84042,US,MEDINA,ND,58467,US,17.91,23.95,4.29,17.91,34.00,6.09,13.62,11.82,5.34,16.00,4.84,0.00,0.00,4.84,0.5,19.8,18.41,1.39,38.76,35.07,3.69
,1Z3X914A0391708033,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-12,5,lb,6.00,10.00,9.00,in,19.00,9.00,8.00,"1,368.00",166.00,PKG,LINDON,UT,84042,US,CARLSBAD,NM,88220,US,17.91,28.20,5.05,17.91,34.00,6.09,12.86,11.82,2.64,15.50,2.44,0.00,0.00,2.44,0.2,3.95,3.95,0,19.45,18.21,1.24
,1Z3X914A0391749883,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,6,lb,18.00,21.00,18.00,in,24.00,12.00,10.00,"2,880.00",166.00,PKG,LINDON,UT,84042,US,HENDERSON,KY,42420,US,26.50,31.17,8.26,26.50,38.00,10.07,18.24,16.43,2.87,15.75,2.59,0.00,0.00,2.59,0.28,0,0,0,21.11,19.02,2.09
