"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date","Current Carrier Name","Current Normalized Service","Current Carrier Service","Proposed Carrier Name","Proposed Normalized Service","Ship Date",Zone,"Weight UOM","Actual Weight","Original Billed weight","Proposed Billed Weight","DIM UOM",Length,Width,Height,Volume,"Dim Factor","Container Type","From City","From State","From Zip","From Country","To City","To State","To Zip","To Country","Current Published Rate","Current Discount Percent","Current Discount ($)","Proposed Published Rate","Proposed Discount Percent","Proposed Discount ($)","Current Net Freight","Proposed Net Freight","Current Fuel Net Charge","Proposed Fuel Surcharge (%)","Proposed Fuel Amount","Proposed Fuel Discount Percent","Proposed Fuel Discount Amount","Proposed Fuel Net Charge","Fuel Difference($)","Current Other Net Accessorial","Proposed Other Net Accessorial","Accessorial Difference($)","Current Total Cost","Proposed Total Cost",Diff($)
,1Z3X914A0398598239,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,4,lb,3.00,9.00,8.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,GREELEY,CO,80631,US,16.51,30.47,5.03,16.50,34.00,5.61,11.48,10.89,1.81,15.75,1.72,0.00,0.00,1.72,0.09,0,0,0,13.29,12.61,0.68
,1Z3X914A0398638052,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,2,lb,2.00,2.00,2.00,in,7.00,6.00,5.00,210.00,166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,11.53,7.20,0.83,11.53,34.00,3.92,10.70,10.70,2.46,15.75,2.46,0.00,0.00,2.46,0,4.90,4.90,0,18.06,18.06,0.00
,1Z3X914A0398660572,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,5,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,"ELK CITY",OK,73644,US,16.64,27.46,4.57,16.08,34.00,5.47,12.07,10.70,2.67,15.75,2.46,0.00,0.00,2.46,0.21,4.90,4.90,0,19.64,18.06,1.58
,1Z3X914A0398668314,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-29,7,lb,19.00,50.00,42.00,in,27.00,17.00,15.00,"6,885.00",166.00,PKG,LINDON,UT,84042,US,"FORT MILL",SC,29707,US,61.49,28.33,17.42,61.49,42.00,25.83,44.07,35.66,7.05,16.00,5.71,0.00,0.00,5.71,1.34,0,0,0,51.12,41.37,9.75
,1Z3X914A0398690049,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79706,US,16.64,27.46,4.57,16.08,34.00,5.47,12.07,10.70,2.44,15.25,2.23,0.00,0.00,2.23,0.21,3.95,3.95,0,18.46,16.88,1.58
,1Z3X914A0398732646,00003X914A,0000003X914A144,2024-04-06,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-03,4,lb,50.00,50.00,50.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,38.99,39.81,15.52,39.18,42.00,16.46,23.47,22.72,3.70,15.75,3.58,0.00,0.00,3.58,0.12,0,0,0,27.17,26.30,0.87
,1Z3X914A0398734868,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,5,lb,40.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,40.17,27.66,11.11,40.17,42.00,16.87,29.06,23.30,5.20,15.75,4.29,0.00,0.00,4.29,0.91,3.95,3.95,0,38.21,31.54,6.67
,1Z3X914A0398740959,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-02-05,4,lb,72.00,72.00,72.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,SEVERANCE,CO,80550,US,48.13,33.41,16.08,48.16,42.00,20.23,32.05,27.93,12.20,15.25,11.15,0.00,0.00,11.15,1.05,46.65,45.16,1.49,90.90,84.24,6.66
,1Z3X914A0398755210,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,37.00,37.00,37.00,in,22.00,18.00,7.00,"2,772.00",166.00,PKG,LINDON,UT,84042,US,MIDKIFF,TX,79755,US,37.76,38.51,14.54,37.76,42.00,15.86,23.22,21.90,4.14,15.25,3.94,0.00,0.00,3.94,0.2,24.95,26.45,-1.5,52.31,52.29,0.02
,1Z3X914A0398767305,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-20,5,lb,42.00,45.00,42.00,in,26.00,16.00,15.00,"6,240.00",166.00,PKG,LINDON,UT,84042,US,"ELK CITY",OK,73644,US,41.61,34.32,14.28,41.61,42.00,17.48,27.33,24.13,5.15,16.00,4.64,0.00,0.00,4.64,0.51,25.9,27.4,-1.5,37.38,33.67,3.71
,1Z3X914A0398769983,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,4,lb,64.00,64.00,64.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,42.10,38.50,16.21,42.10,42.00,17.68,25.89,24.42,10.54,15.50,10.14,0.00,0.00,10.14,0.4,41,41,0,77.43,75.56,1.87
,1Z3X914A0398790173,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-10,6,lb,46.00,46.00,46.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,KILGORE,TX,75662,US,56.86,38.52,21.90,56.86,42.00,23.88,34.96,32.98,6.13,15.50,5.72,0.00,0.00,5.72,0.41,3.95,3.95,0,45.04,42.65,2.39
,1Z3X914A0398862952,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-18,5,lb,6.00,10.00,8.00,in,36.00,6.00,6.00,"1,296.00",166.00,PKG,LINDON,UT,84042,US,KERMIT,TX,79745,US,18.50,31.78,5.88,17.90,34.00,6.09,12.62,11.81,2.61,15.75,2.48,0.00,0.00,2.48,0.13,3.95,3.95,0,19.18,18.24,0.94
,1Z3X914A0398928300,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,6,lb,81.00,81.00,81.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,VICTORIA,TX,77901,US,LINDON,UT,84042,US,76.55,38.51,29.48,76.61,42.00,32.18,47.07,44.43,14.50,15.75,13.85,0.00,0.00,13.85,0.65,45,43.5,1.5,106.57,101.78,4.79
,1Z3X914A0398960051,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-04-15,5,lb,9.00,9.00,9.00,in,19.00,8.00,8.00,"1,216.00",166.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79705,US,17.91,26.41,4.73,17.91,34.00,6.09,13.18,11.82,2.97,15.75,2.52,0.00,0.00,2.52,0.45,5.65,4.16,1.49,21.80,18.50,3.30
,1Z3X914A0398974368,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,7,lb,8.00,8.00,8.00,in,10.00,7.00,5.00,350.00,166.00,PKG,LINDON,UT,84042,US,KITTANNING,PA,16201,US,19.69,30.52,6.01,19.69,34.00,6.69,13.68,13.00,2.77,15.75,2.67,0.00,0.00,2.67,0.1,3.95,3.95,0,20.40,19.62,0.78
,1Z3X914A0399004930,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-05,5,lb,48.00,48.00,48.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,BLANCHARD,OK,73010,US,47.24,38.48,18.18,47.49,42.00,19.95,29.06,27.54,5.26,15.25,4.95,0.00,0.00,4.95,0.31,4.90,4.90,0,39.22,37.39,1.83
,1Z3X914A0399028816,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,5,lb,40.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,CHICKASHA,OK,73018,US,40.17,27.66,11.11,40.17,42.00,16.87,29.06,23.30,5.20,15.75,4.29,0.00,0.00,4.29,0.91,3.95,3.95,0,38.21,31.54,6.67
,1Z3X914A0399041097,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-29,4,lb,49.00,49.00,49.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,38.97,38.52,15.01,39.16,42.00,16.45,23.96,22.71,3.84,16.00,3.63,0.00,0.00,3.63,0.21,0,0,0,27.80,26.34,1.46
,1Z3X914A0399079397,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-10,7,lb,25.00,25.00,25.00,in,20.00,20.00,5.00,"2,000.00",166.00,PKG,LINDON,UT,84042,US,"HOMER CITY",PA,15748,US,40.85,36.01,14.71,40.85,42.00,17.16,26.14,23.69,4.66,15.25,4.22,0.00,0.00,4.22,0.44,3.95,3.95,0,34.75,31.86,2.89
,1Z3X914A0399096609,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-13,2,lb,1.00,2.00,2.00,in,7.00,6.00,5.00,210.00,166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,11.53,7.20,0.83,11.53,34.00,3.92,10.70,10.70,2.46,15.75,2.46,0.00,0.00,2.46,0,4.90,4.90,0,18.06,18.06,0.00
,1Z3X914A0399110315,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,5,lb,16.00,27.00,23.00,in,24.00,13.00,12.00,"3,744.00",166.00,PKG,LINDON,UT,84042,US,ABILENE,TX,79606,US,25.64,27.26,6.99,25.64,42.00,10.77,18.65,14.87,2.94,15.50,2.30,0.00,0.00,2.3,0.64,0,0,0,21.59,17.17,4.42
,1Z3X914A0399116239,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-10,6,lb,9.00,20.00,17.00,in,25.00,12.00,9.00,"2,700.00",166.00,PKG,LINDON,UT,84042,US,"SAN ANTONIO",TX,78266,US,25.18,25.97,6.54,25.18,38.00,9.57,18.64,15.61,3.50,15.25,2.98,0.00,0.00,2.98,0.52,3.95,3.95,0,26.09,22.54,3.55
,1Z3X914A0399124373,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,4,lb,1.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,15.33,27.46,4.21,15.11,34.00,5.14,11.12,10.70,1.75,15.75,1.69,0.00,0.00,1.69,0.06,0,0,0,12.87,12.39,0.48
,1Z3X914A0399152324,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,5,lb,43.00,45.00,43.00,in,26.00,16.00,15.00,"6,240.00",166.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,43.86,37.69,16.53,43.86,42.00,18.42,27.33,25.44,4.93,15.50,4.56,0.00,0.00,4.56,0.37,3.95,3.95,0,36.21,33.95,2.26
,1Z3X914A0399155778,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-21,6,lb,90.00,100.00,90.00,in,53.00,20.00,13.00,"13,780.00",166.00,PKG,WALLER,TX,77484,US,LINDON,UT,84042,US,92.77,38.50,35.72,85.47,42.00,35.90,57.05,49.57,16.97,16.00,15.53,0.00,0.00,15.53,1.44,49,47.5,1.5,123.02,112.60,10.42
,1Z3X914A0399210449,00003X914A,0000003X914A074,2024-02-17,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-02-09,5,lb,2.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,WATONGA,OK,73772,US,16.64,23.38,3.89,16.08,34.00,5.47,12.75,10.70,4.05,15.25,3.44,0.00,0.00,3.44,0.61,13.35,11.86,1.49,30.15,26.00,4.15
,1Z3X914A0399212474,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-05,5,lb,34.00,48.00,40.00,in,26.00,17.00,15.00,"6,630.00",166.00,PKG,LINDON,UT,84042,US,WILLISTON,ND,58801,US,40.17,27.66,11.11,40.17,42.00,16.87,29.06,23.30,5.20,15.75,4.29,0.00,0.00,4.29,0.91,3.95,3.95,0,38.21,31.54,6.67
,1Z3X914A0399212947,00003X914A,0000003X914A154,2024-04-13,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,Home(D),2024-04-10,5,lb,21.00,27.00,23.00,in,24.00,13.00,12.00,"3,744.00",166.00,PKG,LINDON,UT,84042,US,LUBBOCK,TX,79423,US,25.64,20.90,5.36,25.64,42.00,10.77,20.28,14.87,4.08,15.50,2.95,0.00,0.00,2.95,1.13,5.65,4.16,1.49,30.01,21.98,8.03
,1Z3X914A0399220410,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-04,7,lb,8.00,8.00,8.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,KITTANNING,PA,16201,US,19.69,30.52,6.01,19.69,34.00,6.69,13.68,13.00,2.77,15.75,2.67,0.00,0.00,2.67,0.1,3.95,3.95,0,20.40,19.62,0.78
,1Z3X914A0399236421,00003X914A,0000003X914A024,2024-01-13,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-01-05,5,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,16.64,23.38,3.89,16.08,34.00,5.47,12.75,10.70,2.85,15.50,2.30,0.00,0.00,2.3,0.55,5.65,4.16,1.49,21.25,17.16,4.09
,1Z3X914A0399241595,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,5,lb,37.00,45.00,38.00,in,26.00,16.00,15.00,"6,240.00",166.00,PKG,LINDON,UT,84042,US,"BURNS FLAT",OK,73624,US,38.67,29.33,11.34,38.67,42.00,16.24,27.33,22.43,5.08,15.75,4.30,0.00,0.00,4.3,0.78,4.90,4.90,0,37.31,31.63,5.68
,1Z3X914A0399247526,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-19,6,lb,34.00,45.00,38.00,in,26.00,16.00,15.00,"6,240.00",166.00,PKG,LINDON,UT,84042,US,AUSTIN,TX,78758,US,47.68,29.97,14.29,47.68,42.00,20.03,33.39,27.65,5.26,15.75,4.35,0.00,0.00,4.35,0.91,0,0,0,38.65,32.00,6.65
,1Z3X914A0399254134,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-06,5,lb,26.00,26.00,26.00,in,24.00,12.00,8.00,"2,304.00",166.00,PKG,LINDON,UT,84042,US,FATE,TX,75087,US,28.67,36.00,10.32,28.87,42.00,12.13,18.35,16.74,2.89,15.75,2.64,0.00,0.00,2.64,0.25,0,0,0,21.24,19.38,1.86
,1Z3X914A0399282998,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-10,5,lb,26.00,26.00,26.00,in,24.00,12.00,9.00,"2,592.00",166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,28.67,36.00,10.32,28.87,42.00,12.13,18.35,16.74,2.89,15.50,2.59,0.00,0.00,2.59,0.3,0,0,0,21.24,19.33,1.91
,1Z3X914A0399284432,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-22,5,lb,11.00,15.00,13.00,in,48.00,7.00,6.00,"2,016.00",166.00,PKG,LINDON,UT,84042,US,ODESSA,TX,79765,US,19.13,29.64,5.67,19.13,38.00,7.27,13.46,11.86,2.09,15.25,1.81,0.00,0.00,1.81,0.28,0,0,0,15.55,13.67,1.88
,1Z3X914A0399286378,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-11,4,lb,21.00,47.00,40.00,in,27.00,16.00,15.00,"6,480.00",166.00,PKG,LINDON,UT,84042,US,FARMINGTON,NM,87401,US,33.61,29.54,9.93,33.61,42.00,14.12,23.68,19.49,3.73,15.50,3.02,0.00,0.00,3.02,0.71,0,0,0,27.41,22.51,4.90
,1Z3X914A0399292638,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-25,7,lb,27.00,27.00,27.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,ELLENBORO,WV,26346,US,43.31,36.00,15.59,43.31,42.00,18.19,27.72,25.12,4.91,15.25,4.43,0.00,0.00,4.43,0.48,3.95,3.95,0,36.58,33.50,3.08
,1Z3X914A0399318780,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-01,5,lb,8.00,14.00,12.00,in,22.00,12.00,7.00,"1,848.00",166.00,PKG,LINDON,UT,84042,US,"CARRIZO SPRINGS",TX,78834,US,20.32,35.58,7.23,20.32,38.00,7.72,13.09,12.60,2.60,15.25,2.52,0.00,0.00,2.52,0.08,3.95,3.95,0,19.64,19.07,0.57
,1Z3X914A0399330640,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-22,4,lb,30.00,30.00,30.00,in,24.00,12.00,12.00,"3,456.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,26.77,36.01,9.64,26.77,42.00,11.24,17.13,15.53,2.74,16.00,2.48,0.00,0.00,2.48,0.26,0,0,0,19.87,18.01,1.86
,1Z3X914A0399341763,00003X914A,0000003X914A084,2024-02-24,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-21,4,lb,2.00,13.00,11.00,in,21.00,12.00,7.00,"1,764.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,17.38,33.49,5.82,17.19,38.00,6.53,11.56,10.70,1.85,16.00,1.71,0.00,0.00,1.71,0.14,0,0,0,13.41,12.41,1.00
,1Z3X914A0399400789,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-03-14,5,lb,35.00,45.00,38.00,in,26.00,16.00,15.00,"6,240.00",166.00,PKG,LINDON,UT,84042,US,TUTTLE,OK,73089,US,38.67,23.48,9.08,38.67,42.00,16.24,29.59,22.43,6.44,15.75,5.09,0.00,0.00,5.09,1.35,11.35,9.86,1.49,47.38,37.38,10.00
,1Z3X914A0399481997,00003X914A,0000003X914A134,2024-03-30,UPS,"Ground Resi(D)","GROUND RESIDENTIAL",FedEx,Home(D),2024-03-14,5,lb,62.00,62.00,62.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,TUTTLE,OK,73089,US,52.49,33.40,17.53,52.57,42.00,22.08,34.96,30.49,14.38,15.75,13.21,0.00,0.00,13.21,1.17,56.35,53.36,2.99,105.69,97.06,8.63
,1Z3X914A0399490549,00003X914A,0000003X914A094,2024-03-02,UPS,"Ground Comm(D)","SHIPPING CHARGE CORRECTION GROUND",FedEx,"Ground Comm(D)",2024-02-20,7,lb,18.00,22.00,19.00,in,25.00,12.00,10.00,"3,000.00",166.00,PKG,LINDON,UT,84042,US,"HOMER CITY",PA,15748,US,33.09,29.25,9.68,33.09,38.00,12.57,23.41,20.52,4.37,16.00,3.92,0.00,0.00,3.92,0.45,3.95,3.95,0,31.73,28.39,3.34
,1Z3X914A0399531745,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-11,4,lb,26.00,30.00,26.00,in,24.00,13.00,13.00,"4,056.00",166.00,PKG,LINDON,UT,84042,US,WINDSOR,CO,80550,US,24.13,29.01,7.00,24.13,42.00,10.13,17.13,14.00,2.70,15.75,2.21,0.00,0.00,2.21,0.49,0,0,0,19.83,16.21,3.62
,1Z3X914A0399550662,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,6,lb,28.00,28.00,28.00,in,48.00,7.00,6.00,"2,016.00",166.00,PKG,VICTORIA,TX,77901,US,LINDON,UT,84042,US,38.30,36.01,13.79,38.30,42.00,16.09,24.51,22.21,3.86,15.75,3.50,0.00,0.00,3.5,0.36,0,0,0,28.37,25.71,2.66
,1Z3X914A0399598568,00003X914A,0000003X914A104,2024-03-09,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,2,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,12.56,14.81,1.86,12.35,34.00,4.20,10.70,10.70,2.46,15.75,2.46,0.00,0.00,2.46,0,25.9,27.4,-1.5,39.06,40.56,-1.50
,1Z3X914A0399604612,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-07,5,lb,51.00,51.00,51.00,in,26.00,16.00,14.00,"5,824.00",166.00,PKG,LINDON,UT,84042,US,MIDLAND,TX,79706,US,47.40,38.50,18.25,47.54,42.00,19.97,29.15,27.57,12.30,15.75,11.82,0.00,0.00,11.82,0.48,48.95,47.45,1.5,90.40,86.84,3.56
,1Z3X914A0399606307,00003X914A,0000003X914A034,2024-01-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-16,2,lb,1.00,4.00,3.00,in,12.00,12.00,3.00,432.00,166.00,PKG,LINDON,UT,84042,US,MYTON,UT,84052,US,12.35,13.36,1.65,12.00,34.00,4.08,10.70,10.70,3.79,15.25,3.79,0.00,0.00,3.79,0,14.15,14.15,0,28.64,28.64,0.00
,1Z3X914A0399636776,00003X914A,0000003X914A114,2024-03-16,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-08,5,lb,37.00,45.00,38.00,in,26.00,16.00,15.00,"6,240.00",166.00,PKG,LINDON,UT,84042,US,"BURNS FLAT",OK,73624,US,38.67,29.33,11.34,38.67,42.00,16.24,27.33,22.43,5.08,15.75,4.30,0.00,0.00,4.3,0.78,4.90,4.90,0,37.31,31.63,5.68
,1Z3X914A0399648469,00003X914A,0000003X914A164,2024-04-20,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-04-15,7,lb,3.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,BELPRE,OH,45714,US,18.25,27.51,5.02,17.44,34.00,5.93,13.23,11.51,2.71,15.75,2.43,0.00,0.00,2.43,0.28,3.95,3.95,0,19.89,17.89,2.00
,1Z3X914A0399686801,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-02,5,lb,37.00,37.00,37.00,in,22.00,18.00,7.00,"2,772.00",166.00,PKG,LINDON,UT,84042,US,MIDKIFF,TX,79755,US,37.76,38.51,14.54,37.76,42.00,15.86,23.22,21.90,4.14,15.25,3.94,0.00,0.00,3.94,0.2,24.95,26.45,-1.5,52.31,52.29,0.02
,1Z3X914A0399702882,00003X914A,0000003X914A064,2024-02-10,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-02-05,8,lb,4.00,5.00,4.00,in,11.00,10.00,6.00,660.00,166.00,PKG,LINDON,UT,84042,US,BRAINTREE,MA,02184,US,19.53,27.50,5.37,18.26,34.00,6.21,14.16,12.05,2.20,15.25,1.84,0.00,0.00,1.84,0.36,0,0,0,16.36,13.89,2.47
,1Z3X914A0399704906,00003X914A,0000003X914A124,2024-03-23,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-03-18,2,lb,8.00,10.00,8.00,in,36.00,6.00,6.00,"1,296.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,14.29,25.12,3.59,13.89,34.00,4.72,10.70,10.70,2.46,15.75,2.46,0.00,0.00,2.46,0,4.90,4.90,0,18.06,18.06,0.00
,1Z3X914A0399724966,00003X914A,0000003X914A044,2024-01-27,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-23,5,lb,6.00,10.00,8.00,in,36.00,6.00,6.00,"1,296.00",166.00,PKG,LINDON,UT,84042,US,KERMIT,TX,79745,US,18.50,30.49,5.64,17.90,34.00,6.09,12.86,11.81,2.61,15.25,2.40,0.00,0.00,2.4,0.21,3.95,3.95,0,19.42,18.16,1.26
,1Z3X914A0399739076,00003X914A,0000003X914A054,2024-02-03,UPS,"Ground Comm(D)","GROUND COMMERCIAL",FedEx,"Ground Comm(D)",2024-01-26,2,lb,23.00,31.00,26.00,in,25.00,13.00,13.00,"4,225.00",166.00,PKG,LINDON,UT,84042,US,ALTAMONT,UT,84001,US,19.46,32.01,6.23,19.46,42.00,8.17,13.23,11.29,2.81,15.25,2.47,0.00,0.00,2.47,0.34,4.90,4.90,0,20.94,18.66,2.28
